meetnet;protocol;visit_id;task_id;bezoekvariabele;waarde;eenheid
Boomkikker;Padden en kikkers - Larven;241;1566;Aantal keer geschept;15;
Boomkikker;Padden en kikkers - Larven;241;1566;oppervlakte waterpartij;2 are;
Boomkikker;Padden en kikkers - Larven;241;1566;maximale diepte;>1m;
Boomkikker;Padden en kikkers - Larven;242;1567;maximale diepte;>1m;
Boomkikker;Padden en kikkers - Larven;242;1567;beschaduwing;geen schaduw;
Boomkikker;Padden en kikkers - Larven;242;1567;pH (zuurtegraad);6 (tot 7);
Boomkikker;Padden en kikkers - Larven;242;1567;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;242;1567;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;242;1567;Aantal keer geschept;25;
Boomkikker;Padden en kikkers - Larven;242;1567;oppervlakte waterpartij;3 are;
Boomkikker;Padden en kikkers - Larven;242;1567;permanente waterkolom;FALSE;
Boomkikker;Padden en kikkers - Larven;243;1570;maximale diepte;>1m;
Boomkikker;Padden en kikkers - Larven;243;1570;pH (zuurtegraad);6;
Boomkikker;Padden en kikkers - Larven;243;1570;beschaduwing;geen schaduw;
Boomkikker;Padden en kikkers - Larven;243;1570;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;243;1570;oppervlakte waterpartij;Diameter 40m;
Boomkikker;Padden en kikkers - Larven;243;1570;Aantal keer geschept;20;
Boomkikker;Padden en kikkers - Larven;243;1570;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;243;1570;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;244;1603;beschaduwing;geen schaduw;
Boomkikker;Padden en kikkers - Larven;244;1603;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;244;1603;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;244;1603;Aantal keer geschept;30;
Boomkikker;Padden en kikkers - Larven;244;1603;oppervlakte waterpartij;25x15m;
Boomkikker;Padden en kikkers - Larven;244;1603;maximale diepte;>1m;
Boomkikker;Padden en kikkers - Larven;244;1603;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;244;1603;pH (zuurtegraad);7 (tot 8);
Boomkikker;Padden en kikkers - Larven;245;1605;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;245;1605;maximale diepte;>1m;
Boomkikker;Padden en kikkers - Larven;245;1605;oppervlakte waterpartij;12x7m;
Boomkikker;Padden en kikkers - Larven;245;1605;Aantal keer geschept;;
Boomkikker;Padden en kikkers - Larven;245;1605;waterkwaliteit;middelmatig (tussen slecht en goed);
Boomkikker;Padden en kikkers - Larven;245;1605;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;245;1605;beschaduwing;geen schaduw;
Boomkikker;Padden en kikkers - Larven;245;1605;pH (zuurtegraad);7;
Boomkikker;Padden en kikkers - Larven;246;1606;beschaduwing;<30%;
Boomkikker;Padden en kikkers - Larven;246;1606;pH (zuurtegraad);7 tot 8;
Boomkikker;Padden en kikkers - Larven;246;1606;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;246;1606;waterkwaliteit;middelmatig (tussen slecht en goed);
Boomkikker;Padden en kikkers - Larven;246;1606;Aantal keer geschept;10;
Boomkikker;Padden en kikkers - Larven;246;1606;maximale diepte;>1m;
Boomkikker;Padden en kikkers - Larven;246;1606;oppervlakte waterpartij;15x8m;
Boomkikker;Padden en kikkers - Larven;246;1606;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;257;1560;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;257;1560;beschaduwing;<30%;
Boomkikker;Padden en kikkers - Larven;257;1560;pH (zuurtegraad);6;
Boomkikker;Padden en kikkers - Larven;257;1560;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;257;1560;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;257;1560;Aantal keer geschept;10;
Boomkikker;Padden en kikkers - Larven;257;1560;oppervlakte waterpartij;;
Boomkikker;Padden en kikkers - Larven;257;1560;maximale diepte;2m;
Boomkikker;Padden en kikkers - Larven;258;1554;maximale diepte;1m;
Boomkikker;Padden en kikkers - Larven;258;1554;permanente waterkolom;FALSE;
Boomkikker;Padden en kikkers - Larven;258;1554;oppervlakte waterpartij;;
Boomkikker;Padden en kikkers - Larven;258;1554;pH (zuurtegraad);7;
Boomkikker;Padden en kikkers - Larven;258;1554;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;258;1554;beschaduwing;onbekend;
Boomkikker;Padden en kikkers - Larven;258;1554;Aantal keer geschept;10;
Boomkikker;Padden en kikkers - Larven;258;1554;waterkwaliteit;middelmatig (tussen slecht en goed);
Boomkikker;Padden en kikkers - Larven;259;1556;beschaduwing;<30%;
Boomkikker;Padden en kikkers - Larven;259;1556;pH (zuurtegraad);7;
Boomkikker;Padden en kikkers - Larven;259;1556;aanwezigheid vis;;
Boomkikker;Padden en kikkers - Larven;259;1556;waterkwaliteit;slecht (verwaarloosde poel met eutroof water (algen, kroos), anders vervuild of verregaand verland);
Boomkikker;Padden en kikkers - Larven;259;1556;Aantal keer geschept;10;
Boomkikker;Padden en kikkers - Larven;259;1556;oppervlakte waterpartij;;
Boomkikker;Padden en kikkers - Larven;259;1556;maximale diepte;1,20m;
Boomkikker;Padden en kikkers - Larven;259;1556;permanente waterkolom;FALSE;
Boomkikker;Padden en kikkers - Larven;260;1555;oppervlakte waterpartij;;
Boomkikker;Padden en kikkers - Larven;260;1555;pH (zuurtegraad);7;
Boomkikker;Padden en kikkers - Larven;260;1555;maximale diepte;>1m;
Boomkikker;Padden en kikkers - Larven;260;1555;beschaduwing;<30%;
Boomkikker;Padden en kikkers - Larven;260;1555;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;260;1555;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;260;1555;waterkwaliteit;middelmatig (tussen slecht en goed);
Boomkikker;Padden en kikkers - Larven;260;1555;Aantal keer geschept;10;
Boomkikker;Padden en kikkers - Larven;290;1571;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;290;1571;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;290;1571;maximale diepte;2,5 m;
Boomkikker;Padden en kikkers - Larven;290;1571;oppervlakte waterpartij;300 m²;
Boomkikker;Padden en kikkers - Larven;290;1571;Aantal keer geschept;15;
Boomkikker;Padden en kikkers - Larven;290;1571;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;290;1571;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;290;1571;beschaduwing;geen schaduw;
Boomkikker;Padden en kikkers - Larven;293;0;oppervlakte waterpartij;;
Boomkikker;Padden en kikkers - Larven;293;0;permanente waterkolom;;
Boomkikker;Padden en kikkers - Larven;293;0;maximale diepte;;
Boomkikker;Padden en kikkers - Larven;293;0;Aantal keer geschept;;
Boomkikker;Padden en kikkers - Larven;293;0;waterkwaliteit;onbekend;
Boomkikker;Padden en kikkers - Larven;293;0;aanwezigheid vis;;
Boomkikker;Padden en kikkers - Larven;293;0;beschaduwing;onbekend;
Boomkikker;Padden en kikkers - Larven;293;0;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;294;0;oppervlakte waterpartij;;
Boomkikker;Padden en kikkers - Larven;294;0;maximale diepte;;
Boomkikker;Padden en kikkers - Larven;294;0;permanente waterkolom;;
Boomkikker;Padden en kikkers - Larven;294;0;waterkwaliteit;onbekend;
Boomkikker;Padden en kikkers - Larven;294;0;aanwezigheid vis;;
Boomkikker;Padden en kikkers - Larven;294;0;beschaduwing;onbekend;
Boomkikker;Padden en kikkers - Larven;294;0;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;294;0;Aantal keer geschept;;
Boomkikker;Padden en kikkers - Larven;295;0;maximale diepte;;
Boomkikker;Padden en kikkers - Larven;295;0;permanente waterkolom;;
Boomkikker;Padden en kikkers - Larven;295;0;oppervlakte waterpartij;;
Boomkikker;Padden en kikkers - Larven;295;0;aanwezigheid vis;;
Boomkikker;Padden en kikkers - Larven;295;0;beschaduwing;onbekend;
Boomkikker;Padden en kikkers - Larven;295;0;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;295;0;waterkwaliteit;onbekend;
Boomkikker;Padden en kikkers - Larven;295;0;Aantal keer geschept;;
Boomkikker;Padden en kikkers - Larven;298;1572;maximale diepte;2 meter;
Boomkikker;Padden en kikkers - Larven;298;1572;oppervlakte waterpartij;1000 m²;
Boomkikker;Padden en kikkers - Larven;298;1572;Aantal keer geschept;24;
Boomkikker;Padden en kikkers - Larven;298;1572;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;298;1572;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;298;1572;beschaduwing;geen schaduw;
Boomkikker;Padden en kikkers - Larven;298;1572;permanente waterkolom;FALSE;
Boomkikker;Padden en kikkers - Larven;298;1572;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;301;1573;maximale diepte;2 meter;
Boomkikker;Padden en kikkers - Larven;301;1573;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;301;1573;oppervlakte waterpartij;5000 m²;
Boomkikker;Padden en kikkers - Larven;301;1573;Aantal keer geschept;30;
Boomkikker;Padden en kikkers - Larven;301;1573;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;301;1573;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;301;1573;beschaduwing;onbekend;
Boomkikker;Padden en kikkers - Larven;301;1573;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;304;1574;maximale diepte;3 meter;
Boomkikker;Padden en kikkers - Larven;304;1574;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;304;1574;oppervlakte waterpartij;300 m²;
Boomkikker;Padden en kikkers - Larven;304;1574;Aantal keer geschept;12;
Boomkikker;Padden en kikkers - Larven;304;1574;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;304;1574;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;304;1574;beschaduwing;geen schaduw;
Boomkikker;Padden en kikkers - Larven;304;1574;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;307;1575;oppervlakte waterpartij;500 m²;
Boomkikker;Padden en kikkers - Larven;307;1575;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;307;1575;maximale diepte;3 meter;
Boomkikker;Padden en kikkers - Larven;307;1575;Aantal keer geschept;30;
Boomkikker;Padden en kikkers - Larven;307;1575;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;307;1575;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;307;1575;beschaduwing;<30%;
Boomkikker;Padden en kikkers - Larven;307;1575;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;310;1576;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;310;1576;maximale diepte;2 meter;
Boomkikker;Padden en kikkers - Larven;310;1576;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;310;1576;Aantal keer geschept;20;
Boomkikker;Padden en kikkers - Larven;310;1576;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;310;1576;beschaduwing;30-60%;
Boomkikker;Padden en kikkers - Larven;310;1576;oppervlakte waterpartij;600 m²;
Boomkikker;Padden en kikkers - Larven;310;1576;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;313;1577;beschaduwing;onbekend;
Boomkikker;Padden en kikkers - Larven;313;1577;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;313;1577;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;313;1577;waterkwaliteit;slecht (verwaarloosde poel met eutroof water (algen, kroos), anders vervuild of verregaand verland);
Boomkikker;Padden en kikkers - Larven;313;1577;Aantal keer geschept;30;
Boomkikker;Padden en kikkers - Larven;313;1577;oppervlakte waterpartij;3000 m²;
Boomkikker;Padden en kikkers - Larven;313;1577;maximale diepte;2 meter;
Boomkikker;Padden en kikkers - Larven;313;1577;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;316;1578;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;316;1578;maximale diepte;2 meter;
Boomkikker;Padden en kikkers - Larven;316;1578;oppervlakte waterpartij;400 m²;
Boomkikker;Padden en kikkers - Larven;316;1578;Aantal keer geschept;30;
Boomkikker;Padden en kikkers - Larven;316;1578;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;316;1578;aanwezigheid vis;TRUE;
Boomkikker;Padden en kikkers - Larven;316;1578;beschaduwing;geen schaduw;
Boomkikker;Padden en kikkers - Larven;316;1578;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;319;1579;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;319;1579;Aantal keer geschept;15;
Boomkikker;Padden en kikkers - Larven;319;1579;waterkwaliteit;middelmatig (tussen slecht en goed);
Boomkikker;Padden en kikkers - Larven;319;1579;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;319;1579;maximale diepte;3 meter;
Boomkikker;Padden en kikkers - Larven;319;1579;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;319;1579;beschaduwing;geen schaduw;
Boomkikker;Padden en kikkers - Larven;319;1579;oppervlakte waterpartij;200 m²;
Boomkikker;Padden en kikkers - Larven;320;1563;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;320;1563;oppervlakte waterpartij;300 m²;
Boomkikker;Padden en kikkers - Larven;320;1563;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;320;1563;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;320;1563;maximale diepte;2 meter;
Boomkikker;Padden en kikkers - Larven;320;1563;Aantal keer geschept;13;
Boomkikker;Padden en kikkers - Larven;320;1563;beschaduwing;onbekend;
Boomkikker;Padden en kikkers - Larven;320;1563;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;324;1580;maximale diepte;2 meter;
Boomkikker;Padden en kikkers - Larven;324;1580;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;324;1580;beschaduwing;geen schaduw;
Boomkikker;Padden en kikkers - Larven;324;1580;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;324;1580;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;324;1580;Aantal keer geschept;14;
Boomkikker;Padden en kikkers - Larven;324;1580;oppervlakte waterpartij;200 m²;
Boomkikker;Padden en kikkers - Larven;324;1580;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;327;1581;maximale diepte;2 meter;
Boomkikker;Padden en kikkers - Larven;327;1581;Aantal keer geschept;16;
Boomkikker;Padden en kikkers - Larven;327;1581;permanente waterkolom;TRUE;
Boomkikker;Padden en kikkers - Larven;327;1581;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;327;1581;oppervlakte waterpartij;250 m²;
Boomkikker;Padden en kikkers - Larven;327;1581;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;327;1581;beschaduwing;geen schaduw;
Boomkikker;Padden en kikkers - Larven;327;1581;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;780;1550;beschaduwing;<30%;
Boomkikker;Padden en kikkers - Larven;780;1550;permanente waterkolom;;
Boomkikker;Padden en kikkers - Larven;780;1550;maximale diepte;0.5m;
Boomkikker;Padden en kikkers - Larven;780;1550;oppervlakte waterpartij;;
Boomkikker;Padden en kikkers - Larven;780;1550;Aantal keer geschept;10;
Boomkikker;Padden en kikkers - Larven;780;1550;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;780;1550;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;780;1550;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;781;1551;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;781;1551;maximale diepte;0.80m;
Boomkikker;Padden en kikkers - Larven;781;1551;oppervlakte waterpartij;;
Boomkikker;Padden en kikkers - Larven;781;1551;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;781;1551;beschaduwing;geen schaduw;
Boomkikker;Padden en kikkers - Larven;781;1551;Aantal keer geschept;10;
Boomkikker;Padden en kikkers - Larven;781;1551;permanente waterkolom;;
Boomkikker;Padden en kikkers - Larven;781;1551;waterkwaliteit;goed (helder water, typische oever en/of waterplanten, weinig verlanding, niet zichtbaar vervuild);
Boomkikker;Padden en kikkers - Larven;782;1552;permanente waterkolom;;
Boomkikker;Padden en kikkers - Larven;782;1552;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Larven;782;1552;beschaduwing;<30%;
Boomkikker;Padden en kikkers - Larven;782;1552;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;782;1552;waterkwaliteit;onbekend;
Boomkikker;Padden en kikkers - Larven;782;1552;Aantal keer geschept;10;
Boomkikker;Padden en kikkers - Larven;782;1552;oppervlakte waterpartij;;
Boomkikker;Padden en kikkers - Larven;782;1552;maximale diepte;0.6m;
Boomkikker;Padden en kikkers - Larven;783;1553;aanwezigheid vis;FALSE;
Boomkikker;Padden en kikkers - Larven;783;1553;permanente waterkolom;;
Boomkikker;Padden en kikkers - Larven;783;1553;maximale diepte;0.7m;
Boomkikker;Padden en kikkers - Larven;783;1553;oppervlakte waterpartij;;
Boomkikker;Padden en kikkers - Larven;783;1553;Aantal keer geschept;10;
Boomkikker;Padden en kikkers - Larven;783;1553;waterkwaliteit;middelmatig (tussen slecht en goed);
Boomkikker;Padden en kikkers - Larven;783;1553;beschaduwing;<30%;
Boomkikker;Padden en kikkers - Larven;783;1553;pH (zuurtegraad);;
Boomkikker;Padden en kikkers - Roepkoren;315;1175;;;
Boomkikker;Padden en kikkers - Roepkoren;299;1110;;;
Boomkikker;Padden en kikkers - Roepkoren;323;1177;;;
Boomkikker;Padden en kikkers - Roepkoren;122;1088;;;
Boomkikker;Padden en kikkers - Roepkoren;326;1178;;;
Boomkikker;Padden en kikkers - Roepkoren;289;1168;;;
Boomkikker;Padden en kikkers - Roepkoren;375;1097;;;
Boomkikker;Padden en kikkers - Roepkoren;15;0;;;
Boomkikker;Padden en kikkers - Roepkoren;288;1108;;;
Boomkikker;Padden en kikkers - Roepkoren;384;1151;;;
Boomkikker;Padden en kikkers - Roepkoren;125;1147;;;
Boomkikker;Padden en kikkers - Roepkoren;306;1172;;;
Boomkikker;Padden en kikkers - Roepkoren;61;1181;;;
Boomkikker;Padden en kikkers - Roepkoren;124;1090;;;
Boomkikker;Padden en kikkers - Roepkoren;297;1169;;;
Boomkikker;Padden en kikkers - Roepkoren;377;1095;;;
Boomkikker;Padden en kikkers - Roepkoren;308;1113;;;
Boomkikker;Padden en kikkers - Roepkoren;314;1115;;;
Boomkikker;Padden en kikkers - Roepkoren;17;0;;;
Boomkikker;Padden en kikkers - Roepkoren;60;1125;;;
Boomkikker;Padden en kikkers - Roepkoren;128;1148;;;
Boomkikker;Padden en kikkers - Roepkoren;300;1170;;;
Boomkikker;Padden en kikkers - Roepkoren;722;1203;;;
Boomkikker;Padden en kikkers - Roepkoren;58;1123;;;
Boomkikker;Padden en kikkers - Roepkoren;325;1118;;;
Boomkikker;Padden en kikkers - Roepkoren;322;1117;;;
Boomkikker;Padden en kikkers - Roepkoren;305;1112;;;
Boomkikker;Padden en kikkers - Roepkoren;318;1116;;;
Boomkikker;Padden en kikkers - Roepkoren;312;1174;;;
Boomkikker;Padden en kikkers - Roepkoren;381;1093;;;
Boomkikker;Padden en kikkers - Roepkoren;62;1122;;;
Boomkikker;Padden en kikkers - Roepkoren;329;1100;;;
Boomkikker;Padden en kikkers - Roepkoren;390;1153;;;
Boomkikker;Padden en kikkers - Roepkoren;127;1150;;;
Boomkikker;Padden en kikkers - Roepkoren;16;0;;;
Boomkikker;Padden en kikkers - Roepkoren;311;1114;;;
Boomkikker;Padden en kikkers - Roepkoren;380;1096;;;
Boomkikker;Padden en kikkers - Roepkoren;720;1142;;;
Boomkikker;Padden en kikkers - Roepkoren;309;1173;;;
Boomkikker;Padden en kikkers - Roepkoren;383;1157;;;
Boomkikker;Padden en kikkers - Roepkoren;717;1200;;;
Boomkikker;Padden en kikkers - Roepkoren;387;1155;;;
Boomkikker;Padden en kikkers - Roepkoren;394;0;;;
Boomkikker;Padden en kikkers - Roepkoren;389;1156;;;
Boomkikker;Padden en kikkers - Roepkoren;302;1111;;;
Boomkikker;Padden en kikkers - Roepkoren;126;1149;;;
Boomkikker;Padden en kikkers - Roepkoren;721;1143;;;
Boomkikker;Padden en kikkers - Roepkoren;59;1119;;;
Boomkikker;Padden en kikkers - Roepkoren;395;0;;;
Boomkikker;Padden en kikkers - Roepkoren;393;0;;;
Boomkikker;Padden en kikkers - Roepkoren;123;1089;;;
Boomkikker;Padden en kikkers - Roepkoren;391;1152;;;
Boomkikker;Padden en kikkers - Roepkoren;332;1099;;;
Boomkikker;Padden en kikkers - Roepkoren;121;1087;;;
Boomkikker;Padden en kikkers - Roepkoren;376;1091;;;
Boomkikker;Padden en kikkers - Roepkoren;303;1171;;;
Boomkikker;Padden en kikkers - Roepkoren;18;0;;;
Boomkikker;Padden en kikkers - Roepkoren;719;1140;;;
Boomkikker;Padden en kikkers - Roepkoren;382;1092;;;
Boomkikker;Padden en kikkers - Roepkoren;321;1176;;;
Boomkikker;Padden en kikkers - Roepkoren;392;0;;;
Boomkikker;Padden en kikkers - Roepkoren;718;1202;;;
Boomkikker;Padden en kikkers - Roepkoren;396;0;;;
Boomkikker;Padden en kikkers - Roepkoren;379;1094;;;
Boomkikker;Padden en kikkers - Roepkoren;296;1109;;;
Boomkikker;Padden en kikkers - Roepkoren;330;1160;;;
Boomkikker;Padden en kikkers - Roepkoren;331;1098;;;
Boomkikker;Padden en kikkers - Roepkoren;397;0;;;
Boomkikker;Padden en kikkers - Roepkoren;398;0;;;
Boomkikker;Padden en kikkers - Roepkoren;388;1154;;;
Driekantige bies;vaatplanten;514;1345;;;
Driekantige bies;vaatplanten;513;1342;;;
Driekantige bies;vaatplanten;531;1347;;;
Driekantige bies;vaatplanten;512;1336;;;
Driekantige bies;vaatplanten;493;1338;;;
Duingentiaan;vaatplanten;605;1450;;;
Duingentiaan;vaatplanten;603;1448;;;
Duingentiaan;vaatplanten;602;1447;;;
Duingentiaan;vaatplanten;601;1446;;;
Duingentiaan;vaatplanten;604;1449;;;
Gentiaanblauwtje;vlinders eitellingen;581;3166;;;
Gentiaanblauwtje;vlinders eitellingen;489;3162;;;
Gentiaanblauwtje;vlinders eitellingen;556;3283;;;
Gentiaanblauwtje;vlinders eitellingen;504;3154;;;
Gentiaanblauwtje;vlinders eitellingen;555;3282;;;
Gentiaanblauwtje;vlinders eitellingen;579;3152;;;
Gentiaanblauwtje;vlinders eitellingen;506;3168;;;
Gentiaanblauwtje;vlinders eitellingen;490;3169;;;
Gentiaanblauwtje;vlinders eitellingen;536;3163;;;
Gentiaanblauwtje;vlinders eitellingen;505;3161;;;
Gentiaanblauwtje;vlinders eitellingen;487;3151;;;
Gentiaanblauwtje;vlinders eitellingen;765;3320;;;
Gentiaanblauwtje;vlinders eitellingen;766;3321;;;
Gentiaanblauwtje;vlinders eitellingen;535;3156;;;
Gentiaanblauwtje;vlinders eitellingen;582;3159;;;
Gentiaanblauwtje;vlinders eitellingen;488;3155;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;101;12;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;588;16;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;104;23;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;594;49;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;282;46;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;211;35;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;284;31;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;140;44;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;153;0;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;590;42;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;131;22;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;252;1;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;578;40;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;152;0;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;281;21;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;112;25;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;107;18;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;589;17;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;119;15;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;133;8;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;253;26;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;151;28;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;100;11;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;172;38;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;113;19;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;209;33;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;285;43;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;170;27;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;106;6;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;202;29;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;175;39;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;99;4;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;204;37;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;286;45;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;156;48;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;132;9;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;203;36;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;591;41;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;134;7;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;212;34;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;171;13;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;103;24;;;
Gevlekte witsnuitlibel;libellen populatietelling per locatie;208;32;;;
